FID,COUNTYNS,GEOID,ALAND,AWATER,NAME,State,fips,LaborForce_CurrentMonth,LaborForce_01Month,LaborForce_02Month,LaborForce_03Month,LaborForce_04Month,LaborForce_05Month,LaborForce_06Month,LaborForce_07Month,LaborForce_08Month,LaborForce_09Month,LaborForce_10Month,LaborForce_11Month,LaborForce_12Month,LaborForce_13Month,Employed_CurrentMonth,Employed_01Month,Employed_02Month,Employed_03Month,Employed_04Month,Employed_05Month,Employed_06Month,Employed_07Month,Employed_08Month,Employed_09Month,Employed_10Month,Employed_11Month,Employed_12Month,Employed_13Month,Unemployed_CurrentMonth,Unemployed_01Month,Unemployed_02Month,Unemployed_03Month,Unemployed_04Month,Unemployed_05Month,Unemployed_06Month,Unemployed_07Month,Unemployed_08Month,Unemployed_09Month,Unemployed_10Month,Unemployed_11Month,Unemployed_12Month,Unemployed_13Month,PctUnemployed_CurrentMonth,PctUnemployed_01Month,PctUnemployed_02Month,PctUnemployed_03Month,PctUnemployed_04Month,PctUnemployed_05Month,PctUnemployed_06Month,PctUnemployed_07Month,PctUnemployed_08Month,PctUnemployed_09Month,PctUnemployed_10Month,PctUnemployed_11Month,PctUnemployed_12Month,PctUnemployed_13Month,CurrentMonth,P01Month,P02Month,P03Month,P04Month,P05Month,P06Month,P07Month,P08Month,P09Month,P10Month,P11Month,P12Month,P13Month,SHAPE_Length,SHAPE_Area
432,00348116,13091,1284521385,18545752,Dodge County,Georgia,13091,7040,7063,7043,6961,7008,7039,7117,7092,7092,7156,7180,7049,7049,7045,6577,6680,6646,6635,6690,6687,6763,6649,6594,6709,6763,6702,6759,6741,463,383,397,326,318,352,354,443,498,447,417,347,290,304,6.6,5.4,5.6,4.7,4.5,5,5,6.2,7,6.2,5.8,4.9,4.1,4.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.02488088692518,0.124592043823685
433,00351608,13093,1016908653,12141885,Dooly County,Georgia,13093,5104,5193,5234,5096,5095,5115,5070,5139,5021,4941,4981,5036,5100,5084,4869,4996,5035,4929,4940,4933,4907,4936,4816,4723,4793,4864,4908,4874,235,197,199,167,155,182,163,203,205,218,188,172,192,210,4.6,3.8,3.8,3.3,3,3.6,3.2,4,4.1,4.4,3.8,3.4,3.8,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.43405360697022,0.0983760778905094
434,00351259,13095,851183463,15352849,Dougherty County,Georgia,13095,38723,38914,38804,38552,38413,38424,38579,38207,38340,38298,38095,38038,38330,38281,36454,37043,36948,37006,36889,36777,36895,36279,36332,36239,36368,36423,36449,36291,2269,1871,1856,1546,1524,1647,1684,1928,2008,2059,1727,1615,1881,1990,5.9,4.8,4.8,4,4,4.3,4.4,5,5.2,5.4,4.5,4.2,4.9,5.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.4437191272187,0.082292289846967
435,01686467,13097,518355038,2423527,Douglas County,Georgia,13097,74126,74398,73950,74144,73794,73857,73529,72991,73615,73255,72764,72291,72889,72942,70758,71688,71347,71971,71656,71496,71191,70244,70778,70372,70270,69939,70161,70124,3368,2710,2603,2173,2138,2361,2338,2747,2837,2883,2494,2352,2728,2818,4.5,3.6,3.5,2.9,2.9,3.2,3.2,3.8,3.9,3.9,3.4,3.3,3.7,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.04352228927318,0.0506460931262405
436,00345041,13099,1327626601,9702715,Early County,Georgia,13099,4506,4550,4537,4439,4452,4474,4420,4429,4331,4284,4302,4318,4317,4332,4277,4351,4345,4278,4299,4324,4278,4252,4148,4099,4145,4166,4139,4139,229,199,192,161,153,150,142,177,183,185,157,152,178,193,5.1,4.4,4.2,3.6,3.4,3.4,3.2,4,4.2,4.3,3.6,3.5,4.1,4.5,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.90477345743467,0.126722956016555
437,00348092,13101,1088849470,809587,Echols County,Georgia,13101,1955,2000,2021,1896,1931,1919,1892,1925,1862,1841,1887,1908,1943,1920,1880,1943,1962,1851,1887,1871,1848,1871,1804,1778,1837,1861,1887,1861,75,57,59,45,44,48,44,54,58,63,50,47,56,59,3.8,2.9,2.9,2.4,2.3,2.5,2.3,2.8,3.1,3.4,2.6,2.5,2.9,3.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.59328563078907,0.102605379294128
438,00350219,13103,1240134674,10579329,Effingham County,Georgia,13103,30913,31085,30772,30746,30848,30859,30606,30768,31102,31057,30917,30777,31118,31103,29746,30150,29864,29992,30127,30028,29801,29823,30122,30065,30060,29979,30170,30131,1167,935,908,754,721,831,805,945,980,992,857,798,948,972,3.8,3,3,2.5,2.3,2.7,2.6,3.1,3.2,3.2,2.8,2.6,3,3.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.06345788201218,0.119838791975545
439,00347828,13105,909338653,59876817,Elbert County,Georgia,13105,7709,7751,7697,7646,7649,7715,7674,7673,7692,7589,7570,7570,7628,7657,7301,7416,7367,7371,7388,7416,7413,7363,7340,7276,7302,7313,7323,7347,408,335,330,275,261,299,261,310,352,313,268,257,305,310,5.3,4.3,4.3,3.6,3.4,3.9,3.4,4,4.6,4.1,3.5,3.4,4,4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.6261458760649,0.0947084458583813
440,00347508,13107,1762672232,24896323,Emanuel County,Georgia,13107,8420,8449,8484,8257,8249,8284,8305,8276,8309,8134,8306,8256,8268,8289,7879,8054,8051,7875,7901,7867,7889,7814,7636,7685,7948,7901,7873,7855,541,395,433,382,348,417,416,462,673,449,358,355,395,434,6.4,4.7,5.1,4.6,4.2,5,5,5.6,8.1,5.5,4.3,4.3,4.8,5.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.38260615232436,0.17169400081394
441,00345923,13109,473694908,10295112,Evans County,Georgia,13109,4935,4983,4969,4858,4896,4925,4901,4960,4871,4749,4778,4786,4866,4849,4700,4804,4797,4722,4764,4776,4750,4784,4688,4561,4615,4638,4698,4674,235,179,172,136,132,149,151,176,183,188,163,148,168,175,4.8,3.6,3.5,2.8,2.7,3,3.1,3.5,3.8,4,3.4,3.1,3.5,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.0172179146061,0.0462686881988962
442,00351094,13111,1002597261,13473582,Fannin County,Georgia,13111,11504,11531,11402,11376,11480,11532,11499,11506,11667,11570,11497,11629,11520,11488,11005,11110,11013,11050,11172,11175,11161,11096,11208,11162,11133,11295,11131,11077,499,421,389,326,308,357,338,410,459,408,364,334,389,411,4.3,3.7,3.4,2.9,2.7,3.1,2.9,3.6,3.9,3.5,3.2,2.9,3.4,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.86912927326239,0.100164450136997
443,01687740,13113,503436770,12808490,Fayette County,Georgia,13113,58572,58898,58579,58750,58444,58497,58178,57748,58248,57999,57640,57267,57739,57818,56392,57137,56872,57354,57070,56936,56644,55893,56348,56045,55966,55691,55895,55865,2180,1761,1707,1396,1374,1561,1534,1855,1900,1954,1674,1576,1844,1953,3.7,3,2.9,2.4,2.4,2.7,2.6,3.2,3.3,3.4,2.9,2.8,3.2,3.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.13756059631422,0.0500412988886135
444,00353665,13115,1320434485,22384089,Floyd County,Georgia,13115,44490,44830,44580,44694,44454,44467,44060,43744,44436,43887,43562,43598,44207,44229,42518,43155,42857,43021,43050,42979,42609,42062,42353,42135,42044,42182,42528,42381,1972,1675,1723,1673,1404,1488,1451,1682,2083,1752,1518,1416,1679,1848,4.4,3.7,3.9,3.7,3.2,3.3,3.3,3.8,4.7,4,3.5,3.2,3.8,4.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.95381231516851,0.131439556049902
445,01673358,13117,581585514,58452875,Forsyth County,Georgia,13117,123261,124008,123329,123634,123107,123257,122624,121741,122616,121956,121329,120589,121555,121642,118985,120589,120053,120927,120452,120175,119655,118129,118906,118178,118092,117580,117972,117884,4276,3419,3276,2707,2655,3082,2969,3612,3710,3778,3237,3009,3583,3758,3.5,2.8,2.7,2.2,2.2,2.5,2.4,3,3,3.1,2.7,2.5,2.9,3.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.22548785315614,0.0626215216396798
446,00349324,13119,677441264,12732865,Franklin County,Georgia,13119,10053,10092,10054,9816,9845,9882,9854,9879,9842,9815,9875,9947,10148,10161,9565,9707,9675,9509,9558,9553,9549,9514,9451,9429,9531,9632,9779,9775,488,385,379,307,287,329,305,365,391,386,344,315,369,386,4.9,3.8,3.8,3.1,2.9,3.3,3.1,3.7,4,3.9,3.5,3.2,3.6,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.24835114502572,0.0676452173597971
447,01694833,13121,1364208323,19715145,Fulton County,Georgia,13121,563900,565766,562727,563666,561031,561635,559050,555437,559994,556898,553683,550040,554496,555038,538690,545846,543329,547729,545359,544120,541672,534594,538503,535369,534754,532292,534075,533747,25210,19920,19398,15937,15672,17515,17378,20843,21491,21529,18929,17748,20421,21291,4.5,3.5,3.4,2.8,2.8,3.1,3.1,3.8,3.8,3.9,3.4,3.2,3.7,3.8,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,2.77404448830295,0.134724634930794
448,00351260,13123,1103886891,12283371,Gilmer County,Georgia,13123,11828,11892,11802,11758,11882,11959,12011,11950,11855,11785,11788,11895,11877,11791,11307,11446,11383,11402,11549,11582,11652,11500,11399,11326,11387,11527,11434,11314,521,446,419,356,333,377,359,450,456,459,401,368,443,477,4.4,3.8,3.6,3,2.8,3.2,3,3.8,3.8,3.9,3.4,3.1,3.7,4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.69172722493194,0.109805948270814
449,00345642,13125,372299245,1832723,Glascock County,Georgia,13125,1295,1306,1304,1264,1276,1283,1271,1282,1251,1249,1270,1278,1274,1270,1231,1252,1252,1228,1237,1239,1227,1227,1196,1199,1222,1235,1225,1224,64,54,52,36,39,44,44,55,55,50,48,43,49,46,4.9,4.1,4,2.8,3.1,3.4,3.5,4.3,4.4,4,3.8,3.4,3.8,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,0.972922089703731,0.0361904705267084
450,01671513,13127,1086632090,429152790,Glynn County,Georgia,13127,38826,39132,38821,39063,39134,39249,39568,39833,40005,39788,39511,39193,38958,38959,37192,37820,37499,37982,38099,38046,38235,38446,38623,38384,38270,38034,37597,37525,1634,1312,1322,1081,1035,1203,1333,1387,1382,1404,1241,1159,1361,1434,4.2,3.4,3.4,2.8,2.6,3.1,3.4,3.5,3.5,3.5,3.1,3,3.5,3.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.82612975443352,0.114767299610017
451,00356672,13129,923182326,5729532,Gordon County,Georgia,13129,28184,28517,28449,28137,27929,28031,27976,28071,28255,28205,28005,27870,27615,27821,27055,27501,27419,27165,27149,27136,27191,27109,27088,27215,27174,27092,26668,26690,1129,1016,1030,972,780,895,785,962,1167,990,831,778,947,1131,4,3.6,3.6,3.5,2.8,3.2,2.8,3.4,4.1,3.5,3,2.8,3.4,4.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.56871368701642,0.0911810775921529
452,00351261,13131,1177153102,14924993,Grady County,Georgia,13131,10512,10616,10594,10303,10388,10385,10366,10429,10281,10229,10377,10451,10732,10658,10082,10252,10234,10006,10091,10044,10044,10020,9881,9837,10043,10138,10367,10276,430,364,360,297,297,341,322,409,400,392,334,313,365,382,4.1,3.4,3.4,2.9,2.9,3.3,3.1,3.9,3.9,3.8,3.2,3,3.4,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.39899518405713,0.11243797813399
453,00348672,13133,1004043243,48038460,Greene County,Georgia,13133,7002,7005,6959,6890,6893,6950,6965,7063,7150,7128,6983,6965,7068,7041,6649,6719,6684,6649,6678,6705,6732,6786,6859,6848,6718,6728,6779,6738,353,286,275,241,215,245,233,277,291,280,265,237,289,303,5,4.1,4,3.5,3.1,3.5,3.3,3.9,4.1,3.9,3.8,3.4,4.1,4.3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.63552458329175,0.102172423038956
454,01688166,13135,1115308546,15958551,Gwinnett County,Georgia,13135,494439,497011,494212,495462,493509,494085,492265,488676,492279,489340,486567,483745,487176,487637,475385,481670,479378,483334,481670,480646,479079,472828,475847,472790,472308,470287,471549,471257,19054,15341,14834,12128,11839,13439,13186,15848,16432,16550,14259,13458,15627,16380,3.9,3.1,3,2.4,2.4,2.7,2.7,3.2,3.3,3.4,2.9,2.8,3.2,3.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.58713189054805,0.110345422132772
455,00351383,13137,716980220,5802042,Habersham County,Georgia,13137,19149,19224,19171,19026,19110,19034,19054,18938,18888,18992,19087,19104,19323,19103,18277,18555,18411,18459,18476,18434,18508,18294,18079,18293,18483,18524,18595,18400,872,669,760,567,634,600,546,644,809,699,604,580,728,703,4.6,3.5,4,3,3.3,3.2,2.9,3.4,4.3,3.7,3.2,3,3.8,3.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.51789169984655,0.0710548378933192
456,01686953,13139,1017862667,94017443,Hall County,Georgia,13139,102923,103806,103144,102925,102867,102981,102502,101937,102131,101625,101369,100922,101899,101933,99375,100951,100274,100611,100620,100423,100012,98931,98941,98426,98617,98303,98866,98732,3548,2855,2870,2314,2247,2558,2490,3006,3190,3199,2752,2619,3033,3201,3.4,2.8,2.8,2.2,2.2,2.5,2.4,2.9,3.1,3.1,2.7,2.6,3,3.1,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.72548665551736,0.108902835473081
457,00348209,13141,1220058037,17479744,Hancock County,Georgia,13141,2534,2549,2546,2449,2474,2445,2448,2453,2386,2377,2423,2452,2461,2479,2348,2408,2398,2313,2339,2332,2321,2323,2229,2246,2304,2330,2327,2331,186,141,148,136,135,113,127,130,157,131,119,122,134,148,7.3,5.5,5.8,5.6,5.5,4.6,5.2,5.3,6.6,5.5,4.9,5,5.4,6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.79870058141333,0.119764712634876
458,00350637,13143,730804591,2616531,Haralson County,Georgia,13143,12712,12775,12681,12703,12664,12675,12631,12561,12626,12534,12472,12398,12488,12496,12149,12312,12255,12345,12314,12289,12257,12102,12164,12077,12073,12027,12056,12045,563,463,426,358,350,386,374,459,462,457,399,371,432,451,4.4,3.6,3.4,2.8,2.8,3,3,3.7,3.7,3.6,3.2,3,3.5,3.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.12400547493294,0.0714012263059284
459,00326700,13145,1201300628,23651059,Harris County,Georgia,13145,16612,16787,16663,16592,16638,16656,16561,16505,16613,16595,16686,16649,16799,16767,15971,16259,16147,16158,16240,16188,16102,15967,16032,16034,16187,16183,16264,16197,641,528,516,434,398,468,459,538,581,561,499,466,535,570,3.9,3.1,3.1,2.6,2.4,2.8,2.8,3.3,3.5,3.4,3,2.8,3.2,3.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.65367633355746,0.11784409127658
460,01687995,13147,601970613,63521436,Hart County,Georgia,13147,11150,11193,11149,10884,10955,11071,10980,11023,11489,11353,11500,11493,11613,11600,10571,10711,10690,10551,10628,10610,10647,10607,11018,10934,11138,11158,11220,11169,579,482,459,333,327,461,333,416,471,419,362,335,393,431,5.2,4.3,4.1,3.1,3,4.2,3,3.8,4.1,3.7,3.1,2.9,3.4,3.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.10767147241159,0.0652073456344352
461,00347067,13149,766564615,13266481,Heard County,Georgia,13149,5334,5364,5338,5307,5293,5290,5257,5250,5271,5233,5208,5187,5228,5231,5090,5164,5146,5159,5147,5134,5112,5056,5070,5033,5041,5027,5046,5038,244,200,192,148,146,156,145,194,201,200,167,160,182,193,4.6,3.7,3.6,2.8,2.8,2.9,2.8,3.7,3.8,3.8,3.2,3.1,3.5,3.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.19404430075266,0.0754919587841294
462,01671894,13151,825296435,20290464,Henry County,Georgia,13151,117036,117492,116829,117073,116305,116423,115633,114851,116104,115657,114824,114039,115100,115237,111813,113291,112777,113759,113041,112754,111980,110473,111554,111061,110858,110250,110751,110701,5223,4201,4052,3314,3264,3669,3653,4378,4550,4596,3966,3789,4349,4536,4.5,3.6,3.5,2.8,2.8,3.2,3.2,3.8,3.9,4,3.5,3.3,3.8,3.9,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.78586774268236,0.0820016515965681
463,01671693,13153,973947729,9996585,Houston County,Georgia,13153,70951,71387,70799,70424,70316,70268,70304,70030,70481,70665,70322,69819,70604,70630,68028,68993,68490,68512,68448,68083,68269,67517,67924,68092,68064,67657,68144,67994,2923,2394,2309,1912,1868,2185,2035,2513,2557,2573,2258,2162,2460,2636,4.1,3.4,3.3,2.7,2.7,3.1,2.9,3.6,3.6,3.6,3.2,3.1,3.5,3.7,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.86839078796705,0.0943718855518888
464,00352302,13155,917795232,21756147,Irwin County,Georgia,13155,3432,3451,3451,3334,3344,3357,3348,3370,3304,3079,3290,3306,3396,3386,3230,3288,3279,3188,3222,3222,3210,3215,3117,2922,3148,3173,3232,3211,202,163,172,146,122,135,138,155,187,157,142,133,164,175,5.9,4.7,5,4.4,3.6,4,4.1,4.6,5.7,5.1,4.3,4,4.8,5.2,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.59292340154965,0.0892910257314371
465,00349570,13157,879737593,8885451,Jackson County,Georgia,13157,36586,37023,36695,37500,37669,36867,36568,36221,36050,36186,36161,36020,36245,36440,35342,36010,35700,36704,36909,35996,35733,35203,34982,35124,35234,35102,35198,35336,1244,1013,995,796,760,871,835,1018,1068,1062,927,918,1047,1104,3.4,2.7,2.7,2.1,2,2.4,2.3,2.8,3,2.9,2.6,2.5,2.9,3,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.48265607184011,0.0868504359506325
466,00346144,13159,954167633,13100766,Jasper County,Georgia,13159,7017,7058,7050,7008,6997,6997,6966,6933,6945,6894,6893,6863,6922,6914,6746,6850,6829,6831,6824,6807,6782,6715,6720,6662,6681,6667,6691,6679,271,208,221,177,173,190,184,218,225,232,212,196,231,235,3.9,2.9,3.1,2.5,2.5,2.7,2.6,3.1,3.2,3.4,3.1,2.9,3.3,3.4,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.42662668495713,0.0936574105207768
467,01687999,13161,857073381,11603478,Jeff Davis County,Georgia,13161,6070,6135,6119,5973,5941,5988,5984,6055,6128,6068,6068,6021,6078,6115,5724,5845,5831,5710,5719,5744,5730,5739,5786,5751,5801,5783,5817,5836,346,290,288,263,222,244,254,316,342,317,267,238,261,279,5.7,4.7,4.7,4.4,3.7,4.1,4.2,5.2,5.6,5.2,4.4,4,4.3,4.6,March 2020 - Preliminary,February 2020,January 2020,December 2019,November 2019,October 2019,September 2019,August 2019,July 2019,June 2019,May 2019,April 2019,March 2019,February 2019,1.57056684647442,0.0827331022609831
