Categories,Created,Description,Experience ID,Participant ID,Sources,Tag,Workshop,0,Categories-Access,Categories-Career,Categories-Compensation,Categories-Interactions,Categories-Learning,Categories-Life,Categories-Recognition,Categories-Respect,Categories-Skills,Sources-Customers,Sources-HR,Sources-Leadership,Sources-Manager,Sources-Peers,Sources-Policy,Sources-Reports
compensation,6/10/2020 15:45,"My boss does not allow my team to work from home 3 days a week, but all other teams in the department do",491,103,manager,,7,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
skills,6/10/2020 15:45,"I was informed by a manager that I was not qualified because I did not have a legal degree compared to someone else and was removed from a role that I held for 10 years+. After being placed in the role, the replacement sat for the bar to earn the designation and still shows difficulty in mastering associated tasks. I hold three degrees.",492,195,manager,,7,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"respect,interactions",6/10/2020 15:48,"During a required annual full day training workshop, the male guest instructor singled me out (a young woman) repeatedly in front of the entire office. He asked me to stand up front for many demonstrations that often involved him touching my shoulders, having me touch his hand, etc. Eventually, I refused to go up front after this went on for several hours. Four colleagues, including my manager, joked about it afterwards and  said things like ""he really liked you,"" and ""he was hitting on you hard."" I was extremely embarrassed. I was also upset that no one in a position of power spoke to him on the side during a break. I was afraid of appearing too confrontational if I had been more stern.",493,67,"leadership,peers",,7,,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"respect,interactions",6/10/2020 15:54,"During my second week at *company* I was onsite with colleagues for an exam. As the new person everyone was asking getting to know you questions. When it came out that I was a single mom, a gentleman stated under his breath (although loud enough for the entire team to hear) ""great just we need a single mom"". I had to excuse myself from the room to collect myself. I have never felt so excluded from a place of work - that was my second week and the situation has not improved.",494,122,peers,,7,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
"recognition,respect,interactions",6/10/2020 15:57,"My supervisor speaks to me often in demeaning ways as if I do not know what I am doing in my job. And, instead of adding to my write-ups/memos/STAR comments, he just regurgitates what I already wrote/said.",495,145,manager,,7,,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
"skills,career",6/10/2020 16:00,"My team was allocated a solo examination at a firm in South America. Our team had two female employees who were highly qualified to lead the examination-- myself, who has prior work experience doing audits internationally, including in South America, and another female colleague who is a native Spanish speaker. However, the examination was given to a male examiner who was close with our male manager but did not have the international experience, language skills, or other expertise/tenure that would make him the best fit for the highly-coveted examination.",496,67,manager,,7,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"respect,other",6/10/2020 16:04,"At an office Holiday party, a manager started imitating the accent of a Vietnamese-American colleague (and one of his direct reports). Thankfully, she was not there to witness the disrespect.",497,67,manager,,7,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"learning,career,respect",6/10/2020 16:05,The supporting staff do not have much room for growth.  The company does not invest in the supporting staff by making room for mobility and creating positions to move up tiers. There are no mentors and shadowing with other departments so that the supporting staff can learn and grow within the company.,498,160,"manager,leadership",,7,,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
interactions,6/10/2020 16:11,"As an employee of a location with less than five female employees (not counting admin and Sr. management), there is active exclusion of female colleagues. Male co-workers do lunch together a few times a week and typically around 11 AM someone walks around asking the other male colleagues if they want to go to lunch  with the guys, deliberately walking past the desks of any female, only to resume the invitation to lunch at the desk of the  next male they reached.",499,122,peers,,7,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"skills,learning,career",6/10/2020 16:11,"To quote Mika and Ginny Brzezinski in their recent book ""Comeback Careers,"" ""There's a whole midlife career crisis going on for scores of women in their forties and fifties. In our conversations with these women we heard the word 'invisible' a few too many times."" I had this same conversation multiple times with a woman VP who took the VRP earlier this year. We both felt that our skills and knowledge were ignored. Neither of us were considered for new projects or opportunities for growth. Communication from the top down to us was non-existent. She was discouraged and left the organization.",500,75,"manager,leadership",,7,,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"life,recognition,respect",6/10/2020 16:13,The supporting staff do not get the same work life balance as everyone in the company.  They get less work from home days.  On *company* volunteer events the supporting staff needs to use their personal days or make up the time if the event is less then 8 hours.  Everyone else gets to go home and does not need to make up the time.  This discourages the supporting staff to volunteer.,501,160,"manager,leadership,policy,hr",,7,,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0
"career,recognition,respect",6/10/2020 16:19,"Many of us have heard from HR/People Solutions not to let the door hit us from behind if we leave. There is a wide-spread feeling that HR/PS and senior management does not value us as individual contributors, our experience and institutional knowledge. We have seen vacant positions demoted in level and younger lesser, experienced people brought in to fill them. This limits promotion opportunities and contributes to the demoralizing atmosphere.",502,75,"leadership,hr",,7,,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"learning,career",6/10/2020 16:21,"I have reported to three different managers in my time at *company*. My immediate manager and next level managers have all been white men (the six people directly responsible for my career and progression), and have promoted mostly other men into management roles. Although senior management at *company* is fairly diverse, first and second level managers are overwhelmingly male, which puts female staff members at a disadvantage. It is well-proven by research that men with male managers move up the fastest. Women need female mentors because often times, male managers are not as comfortable mentoring their female subordinates, having casual conversation, socializing, etc. I sought out a female mentor on my own, and she has helped me significantly, but this is not an issue men in the company have to deal with.",503,67,leadership,,7,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"respect,interactions",6/10/2020 16:21,"As former manager of a small group under a larger umbrella within the scope of a single executive, it was not uncommon for me to be excluded from emails and other communications shared with other supervisors.",504,75,"manager,peers",,7,,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
"recognition,respect",6/10/2020 16:27,"A few years ago, I was involved in a project working closely with an outside consultant. The consultants sang my praises to senior management about my work and relationship with them. I felt like it fell on deaf ears.",505,75,"manager,leadership,peers",,7,,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0
"career,recognition,respect",6/10/2020 16:36,"My supervisor makes me feel that I can hardly get anything right or just the way he would ""word"" it. It's so hard to please management no matter how many hoops I have to jump through.",506,145,"manager,leadership",,7,,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
"access,career",6/10/2020 16:37,"A female intern approached me because she was nervous about working with my male manager on an assignment. She came to me because I was a female direct report of his. She thought he would not take her ideas seriously because he seemed like the ""good ole' boys club"" type. I told her that he does listen and respect what I have to say, regardless of how he comes off. This example shows the importance of perception. Although the manager was respectful towards his female colleagues, he would take the male teammates to lunch and never invited the women. He also speaks to men and women in drastically different tones. An intern immediately picked up on the difference and was worried she would be excluded for being a young woman.",507,67,manager,,7,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"recognition,respect,interactions",6/10/2020 16:40,I have been gas-lighted by management on many occasions.,508,145,"manager,leadership",,7,,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
"recognition,respect,interactions",6/10/2020 16:41,I have been gas-lighted by management on many occasions.,509,145,"manager,leadership",,7,,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
"career,respect",6/10/2020 15:04,bringing up inappropriate use of language regarding a particular race to leadership in a 1:1 and having to defend my stance and provide an alternative way that the language could have been used,407,110,leadership,,7,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
skills,6/10/2020 16:42,I am consistently passed over for special projects that produce a higher IC or lead to a higher position.,511,145,"manager,leadership",,7,,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
life,6/10/2020 15:04,I am the primary caregiver for an elderly parent.  Consistently being asked to work after-hours puts strain on that caregiving.,408,86,"manager,leadership,peers",,7,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
